signal_std,wl_side,R_val,RR_r_0/RR_r_1,P_val,Q_val
0.2617881555385277,116.0,1.8096748039814323,0.96,-0.182510282094454,-0.4519713456472941
0.2690105263382827,102.0,1.1741847810716075,1.0694444444444444,-0.1694234301124211,-0.3669432627857675
0.1478600214007538,109.0,0.9376436077993092,0.9567901234567902,-0.1896374771746903,-0.5326114028128457
0.6743250260176031,154.0,2.64546411974106,0.8571428571428571,-0.4912571006960364,-0.5061291486273495
0.2372859173464202,105.0,1.161082483526234,1.049645390070922,-0.0604298446546394,-0.3338991790813694
0.4750026898997015,73.0,2.233415468003861,0.9649122807017544,0.0486142780278329,-0.2497392272333031
0.2678997872080729,118.0,1.587449815362603,1.0171428571428571,-0.4074652865330267,-0.641210988119087
0.164670671526484,107.0,1.0628352354196482,0.9447852760736196,-0.2234599812422332,-0.5458567247713153
0.2404337077651448,95.0,1.5611149588203332,1.0601503759398496,0.1105776857918276,-0.1682718049257998
0.2342275777815591,98.0,1.1395791242458406,0.952054794520548,0.0319187358127682,-0.2395233917899217
0.4075181280027777,111.0,1.9717558488427551,0.993939393939394,-0.3585992409607019,-0.3781978425764903
0.1549908593324845,123.0,0.9055136943439404,1.04375,-0.1927222678882701,-0.4995055134785158
0.2458364042949877,118.0,1.5380101070413672,1.0,-0.3186332926292583,-0.542733764303495
0.1689285303358428,114.0,0.9972395993109148,0.96875,-0.1419965034205505,-0.4918909878344717
0.2835931259712251,127.0,1.7221388740678325,1.0508474576271187,-0.2685464252426454,-0.5581426138698837
0.2835328681667775,94.0,1.1452865076893108,1.0465116279069768,-0.0782583785375899,-0.3860844635960153
0.2642954876597459,97.0,1.2532338980418145,0.9444444444444444,-0.0152870067137486,-0.2723772935726044
0.2693438067530104,104.0,1.198331248361893,1.0069444444444444,-0.1108234579492139,-0.3491363961933513
0.1435481474955094,112.0,0.9316161493885508,0.9878048780487804,-0.1590818248661748,-0.4910657153411731
0.274436756968878,117.0,1.8027504590096948,0.9649122807017544,-0.2651563433029341,-0.5440054238520924
0.2569169352926346,117.0,1.6692620356061332,1.0338983050847457,-0.3208486428587728,-0.6009857591364648
0.4687376933879756,77.0,2.145523070002996,1.009090909090909,-0.1402587017563808,-0.4459766249155461
0.284420016409417,93.0,1.5186863749736954,1.0,0.1850644144147534,-0.0788084443720887
0.24987114695921,114.0,1.5716650888107582,0.9700598802395208,-0.19,-0.4369950900683466
0.3006577938789974,94.0,1.3511460472766723,0.9586206896551724,-0.0434772782248136,-0.2841158129391389
0.1698036904689614,107.0,1.2022596412388298,1.0064102564102564,-0.1071299096928719,-0.4211128346526604
0.3556080416216955,148.0,1.9207880748233253,1.0205479452054795,-0.1551997521911199,-0.2425702383240562
0.2743439157888881,114.0,1.7272981158158849,0.9825581395348836,-0.219443373102613,-0.5129095135196777
0.501194267011244,75.0,2.4175389179656666,1.0,0.0728508567405836,-0.2400934678296127
0.2685808507651228,95.0,1.221137390361887,0.9788732394366196,-0.1023905288993919,-0.2947445719198057
0.4735816915572696,79.0,2.246332901247366,0.847457627118644,0.162117623280453,-0.1894822878345076
0.3688681779735597,102.0,1.889850472346968,0.9161676646706588,-0.1931605873658846,-0.3099059094416047
0.1504782434978105,108.0,0.9659870084908728,1.0,-0.2232508295971654,-0.5156012914715427
0.2632455912023266,99.0,1.2361956840090065,0.993006993006993,-0.1120582295239541,-0.3329682974884917
0.237145571763081,124.0,1.6037802229072438,1.0105820105820107,-0.244882151938745,-0.4821857259912956
0.2670170371876671,98.0,1.1339848259195058,0.9395973154362416,-0.1642174901495349,-0.4028098494301993
0.2338816366494292,121.0,1.5988299049436312,0.9714285714285714,-0.2157636089400801,-0.3662193796570816
0.2722519307297281,121.0,1.6851691166338028,1.046242774566474,-0.2645622295678055,-0.459787650865162
0.5995482684474943,154.0,2.599321320332927,1.0267857142857142,-0.5758688784273625,-0.6437248480885329
0.2714892913325636,116.0,1.6847550890857794,1.0368098159509205,-0.3482870469720432,-0.6027178051115971
0.1420744920078825,135.0,0.9694894359342126,0.9705882352941176,-0.2098872767571407,-0.5106737338065721
0.1543078827006992,109.0,0.8570772775169353,1.006060606060606,-0.2708149072155605,-0.5554149985810225
0.2455034446001442,139.0,1.3154634385650754,1.042857142857143,0.0065005895610928,-0.1928863159170337
0.2327907827673845,126.0,1.6370788639150649,1.0054945054945057,-0.2000423955445028,-0.397329995098192
0.2539310035758459,101.0,1.1094231336372211,0.9798657718120806,-0.1651609508032923,-0.3865492314623807
0.2694593451549313,100.0,1.1791787527040911,0.9671052631578948,-0.17469971134158,-0.3827375359562623
0.1481266403646209,111.0,0.8504062386267794,0.9761904761904762,-0.2862864149609549,-0.6238259406980664
0.3042755865518505,108.0,1.3064073219079897,1.0662251655629138,-0.6615632139256433,-0.8907987959936188
0.1570921750541787,109.0,1.0208201492045768,0.9936305732484076,-0.1933588048605072,-0.5728733690634108
0.257860756521122,128.0,1.7778321488439977,1.0174418604651163,-0.2819190628327619,-0.4659915727113875
0.2662006315672693,98.0,1.2120725722650425,1.0071428571428571,-0.0487707529731144,-0.3151963303116223
0.2506781011335705,123.0,1.6408498500488145,0.978494623655914,-0.2011934329996798,-0.5109153243553604
0.2656652427025369,118.0,1.6490538055981498,0.9944444444444444,-0.316088067980862,-0.4935071258809295
0.277413060487124,123.0,1.7494662720047016,1.0,-0.3440301705559235,-0.5260344712421241
0.2601284335995941,118.0,1.5066577205624654,0.9766081871345028,-0.4357238558547445,-0.6702179359540614
0.1512323090671874,110.0,0.9533343449568024,1.0060975609756098,-0.161632328519446,-0.5082470683828995
0.2858627700759939,112.0,1.8247246164754205,0.9883040935672516,-0.3259133086613824,-0.6311181241628427
0.2185124469738626,105.0,1.0460619484906344,1.037037037037037,-0.1773445984795185,-0.3948519595912705
0.1525596900754706,118.0,0.8999933855003254,1.0440251572327044,-0.2725427485519373,-0.4998035575240049
0.2765096360086057,121.0,1.842238385157136,1.0368098159509205,-0.2336598174152311,-0.5185544425162025
0.1638516619301429,116.0,0.9773501889129996,1.024390243902439,-0.1974745221996347,-0.510212646512244
0.3944244152961207,110.0,2.224320439258928,1.0264900662251657,0.1848756523852908,0.0909134668838622
0.2395450079397699,119.0,1.614894865425738,0.9488636363636364,-0.2508280866714837,-0.5176313968047597
0.1691532271546237,121.0,1.0632330940594812,1.0426829268292683,-0.1314083017163178,-0.4174154797452384
0.4882184360819597,78.0,2.013624410217225,1.018181818181818,-0.4449460527934172,-0.6212476669397073
0.5029221538811842,80.0,1.676007935601363,0.990909090909091,-0.5067107132888939,-0.8622523338048538
0.2649554526133602,110.0,1.6786500061250922,1.0248447204968945,-0.3067289383827596,-0.6178621775410152
0.3623340044285627,113.0,1.5931078836697594,1.0764331210191085,-0.1275342483329304,-0.3042030474238352
